abc command read data/library/mcnc.genlib
Entered genlib library with 23 gates from file "data/library/mcnc.genlib".
abc command read_blif data/su/rca32.blif
abc command print_stats
[1;37mrca32                         :[0m i/o =   64/   33  lat =    0  nd =   298  edge =    585  area =666.00  delay =16.10  lev = 12
--------------- round 1 ---------------
seed = 2531465778
maxLevel = 4
0,-nan,-nan
0,-nan,-nan
1,1,0
2,1,0
2,1,0
2,1,0
2,1,0
2,1,0
3,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
5,1,0
6,1,0
6,1,0
6,1,0
6,1,0
6,1,0
6,1,0
6,1,0
7,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
9,1,0
10,1,0
10,1,0
10,1,0
10,1,0
10,1,0
11,1,0
12,1,0
12,1,0
12,1,0
12,1,0
12,1,0
12,1,0
12,1,0
12,1,0
12,1,0
12,1,0
12,1,0
12,1,0
13,1,0
14,1,0
14,1,0
14,1,0
14,1,0
14,1,0
17,1,0
22,1,0
33,1,0
34,1,0
34,1,0
34,1,0
34,1,0
35,1,0
36,1,0
36,1,0
36,1,0
36,1,0
36,1,0
36,1,0
36,1,0
37,1,0
38,1,0
38,1,0
38,1,0
38,1,0
38,1,0
38,1,0
39,1,0
40,1,0
40,1,0
40,1,0
40,1,0
40,1,0
40,1,0
40,1,0
40,1,0
40,1,0
41,1,0
42,1,0
42,1,0
42,1,0
42,1,0
42,1,0
43,1,0
44,1,0
44,1,0
44,1,0
44,1,0
47,1,0
47,1,0
47,1,0
57,1,0
58,1,0
58,1,0
58,1,0
58,1,0
58,1,0
58,1,0
59,1,0
60,1,0
60,1,0
60,1,0
60,1,0
60,1,0
60,1,0
60,1,0
61,1,0
62,1,0
62,1,0
62,1,0
62,1,0
62,1,0
62,1,0
62,1,0
62,1,0
62,1,0
62,1,0
62,1,0
63,1,0
64,1,0
64,1,0
64,1,0
64,1,0
64,1,0
67,1,0
73,1,0
79,1,0
82,1,0
83,1,0
94,1,0
94,1,0
94,1,0
94,1,0
95,1,0
95,1,0
95,1,0
95,1,0
95,1,0
95,1,0
95,1,0
95,1,0
95,1,0
95,1,0
95,1,0
95,1,0
95,1,0
96,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
101,1,0
104,1,0
106,1,0
106,1,0
111,1,0
112,1,0
112,1,0
112,1,0
112,1,0
112,1,0
112,1,0
113,1,0
114,1,0
114,1,0
114,1,0
114,1,0
114,1,0
114,1,0
114,1,0
114,1,0
114,1,0
114,1,0
114,1,0
114,1,0
114,1,0
114,1,0
114,1,0
114,1,0
114,1,0
114,1,0
114,1,0
114,1,0
114,1,0
114,1,0
114,1,0
114,1,0
124,0.919355,0.0153502
128,0.921875,0.0148705
134,0.925373,0.0142047
138,0.927536,0.013793
144,0.930556,0.0132183
145,0.931034,0.0131271
152,0.934211,0.0125226
152,0.934211,0.0125226
152,0.934211,0.0125226
152,0.934211,0.0125226
153,0.934641,0.0124407
155,0.935484,0.0122802
155,0.935484,0.0122802
155,0.935484,0.0122802
155,0.935484,0.0122802
155,0.935484,0.0122802
155,0.935484,0.0122802
155,0.935484,0.0122802
155,0.935484,0.0122802
156,0.935897,0.0122015
157,0.936306,0.0121238
157,0.936306,0.0121238
157,0.936306,0.0121238
157,0.936306,0.0121238
157,0.936306,0.0121238
157,0.936306,0.0121238
157,0.936306,0.0121238
157,0.936306,0.0121238
157,0.936306,0.0121238
157,0.936306,0.0121238
157,0.936306,0.0121238
157,0.936306,0.0121238
157,0.936306,0.0121238
157,0.936306,0.0121238
157,0.936306,0.0121238
157,0.936306,0.0121238
160,0.9375,0.0118964
167,0.94012,0.0113978
176,0.943182,0.0108149
182,0.945055,0.0104584
185,0.945946,0.0102888
185,0.945946,0.0102888
185,0.945946,0.0102888
185,0.945946,0.0102888
186,0.946237,0.0102335
188,0.946809,0.0101246
189,0.94709,0.0100711
190,0.947368,0.0100181
190,0.947368,0.0100181
190,0.947368,0.0100181
190,0.947368,0.0100181
190,0.947368,0.0100181
190,0.947368,0.0100181
190,0.947368,0.0100181
190,0.947368,0.0100181
190,0.947368,0.0100181
190,0.947368,0.0100181
190,0.947368,0.0100181
190,0.947368,0.0100181
190,0.947368,0.0100181
190,0.947368,0.0100181
190,0.947368,0.0100181
190,0.947368,0.0100181
190,0.947368,0.0100181
190,0.947368,0.0100181
190,0.947368,0.0100181
190,0.947368,0.0100181
190,0.947368,0.0100181
190,0.947368,0.0100181
190,0.947368,0.0100181
190,0.947368,0.0100181
190,0.947368,0.0100181
190,0.947368,0.0100181
190,0.947368,0.0100181
193,0.948187,0.00986233
193,0.948187,0.00986233
193,0.948187,0.00986233
193,0.948187,0.00986233
n356 is replaced by zero with estimated error 0.00013
error = 0.00013
area = 661
